account_id,gender,seniorcitizen,partner,dependents,months_with_provider,phone_service,extra_lines,internet_plan,addon_security,addon_backup,addon_device_protect,addon_techsupport,stream_tv,stream_movies,contract_type,paperless_billing,payment_method,monthly_fee,lifetime_spend,churned,customer_hash,marketing_opt_in
8620-RJPZN,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,20.7,0,fab8e0f3e059,0
7572-KPVKK,Male,0,No,Yes,62.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,377.8336256877804,,0,a05d2fbfe3f7,0
2642-MAWLJ,Female,0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,717.95,0,4e7a94fd891b,0
2357-COQEK,Female,1,No,No,,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,1,ef8fc8c2a97a,0
7103-ZGVNT,Female,0,Yes,Yes,69.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),73.7,4885.85,0,d96699584f8d,0
3737-GCSPV,Female,0,Yes,No,11.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,,1,664999d8d05b,0
2027-WKXMW,Female,0,Yes,No,63.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.75,2606.8261910149204,0,6b978eaf1dee,0
7137-NAXML,Male,0,No,No,23.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,,0,879edef942e2,0
2428-ZMCTB,Male,0,No,No,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,0,17bb48ecec13,0
2961-VNFKL,Female,0,Yes,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.95,1801.9,0,22dbe5fe1d17,1
1768-HNVGJ,Female,1,No,No,45.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.05,3062.45,0,290d7d68bf58,0
6963-KQYQB,Female,0,Yes,Yes,70.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.05,1764.75,0,50d95cdf6177,0
5934-RMPOV,Female,0,No,Yes,22.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,1816.75,0,396e0b935d5a,0
1207-BLKSA,Female,0,Yes,Yes,52.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.05,1255.1,0,8eade2df074f,0
4088-YLDSU,Male,0,Yes,No,55.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,1,521c04802f74,1
8316-BBQAY,Female,0,No,No,65.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.95,3921.1,0,d14dc6f9bf87,0
1166-PQLGG,Female,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,1463.45,0,a16b6b632835,1
3146-JTQHR,Male,0,Yes,No,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.6,189.45,0,80645ee4e35f,0
4291-YZODP,Female,0,No,Yes,7.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,96.8,0,16cffef75612,1
4395-PZMSN,Male,1,No,No,5.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,408.5,0,f393a715bc44,1
6427-FEFIG,Female,0,Yes,Yes,24.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.6,,0,b611541c7b06,0
0017-IUDMW,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,8456.75,0,79f77e662b03,0
8706-HRADD,Male,0,No,No,21.0,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.55,1011.5,0,6608f1795952,0
9955-QOPOY,Male,0,Yes,No,69.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.8,4263.4,0,df612ee7d361,1
4385-ZKVNW,Male,0,Yes,Yes,44.0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.9,2549.1,0,8bfcaaa6820c,0
5446-DKWYW,Female,1,Yes,Yes,61.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,3965.05,0,7d164d6a1879,0
2034-CGRHZ,Male,1,No,No,24.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,nan,102.95,2496.7,1,91023b4f18b0,0
5797-APWZC,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,1,81c7da52204b,0
3683-QKIUE,Female,0,No,No,6.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,1,52173b524701,1
4228-ZGYUW,Male,0,No,No,4.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,1,f5be1ad04204,1
9031-ZVQPT,Male,0,Yes,No,,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.2,7840.6,0,2e3b09b26e9c,0
2990-IAJSV,Male,0,No,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,nan,92.0,6632.75,0,6376f6a955d3,1
8107-KNCIM,Male,1,Yes,No,14.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,1013.35,0,6a0ad797a097,1
9027-YFHQJ,Male,0,No,No,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.05,152.95,0,0c29deab9cf7,1
5176-LDKUH,Female,0,No,No,48.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,75.15,,0,62feba3e0947,0
4644-OBGFZ,Male,0,Yes,Yes,55.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,,0,1266e90e9de8,1
7926-IJOOU,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.3,19.3,0,27a0f5afdb48,0
6480-YAGIY,Male,0,No,No,45.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),112.2,5031.85,0,8d001f8b10ab,0
4029-HPFVY,Male,0,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3,220.4,0,617a34b31a06,1
7602-DBTOU,Female,0,Yes,No,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,,0,91adf4599950,0
5345-BMKWB,Male,0,Yes,No,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,,0,0f67a3661930,0
3519-ZKXGG,Female,0,Yes,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,1,94b80b05a663,1
5457-COLHT,Male,0,Yes,Yes,69.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.65,5542.55,0,74fae5f44499,0
6416-TVAIH,Male,0,Yes,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,nan,68.5,68.5,1,18f6bafa70c5,0
5451-YHYPW,Female,1,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8443.7,0,e36d24c5f8d8,0
5108-ADXWO,Male,0,No,No,11.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,1,0c66b4699b1f,1
7998-WNZEM,Male,0,No,No,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,0,99e702ff1aa2,0
3066-RRJIO,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,,1,c738e39baab3,0
4664-NJCMS,Female,0,Yes,No,33.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.55,2016.3,0,1f5f4407fe46,1
0307-BCOPK,Female,0,No,No,16.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,,0,af935b09c58b,1
7629-WFGLW,Female,1,Yes,No,56.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,95.65,5471.75,0,9093b4f1e0a5,0
2542-HYGIQ,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.95,19.95,0,330262fd71fb,0
6715-OFDBP,Male,0,No,No,5.0,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,254.37045150820774,346.4,1,209097e678fb,1
5016-LIPDW,Male,0,Yes,Yes,57.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,402.72518945551167,0,a4736d129cf9,0
6481-LXPWL,Male,0,Yes,Yes,56.0,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,nan,36.1,1971.5,0,a4651539cfe5,1
1567-DSCIC,Male,0,No,No,8.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,1,ff83c158dfd7,0
2150-UWTFY,Female,0,Yes,Yes,22.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,1,1cd78d2d8a39,1
6124-ACRHJ,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,488fa865ae9a,1
9362-MWODR,Female,0,No,Yes,40.0,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,0,589a5556438d,0
9975-GPKZU,Male,0,Yes,Yes,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,856.5,0,0addd51fb5d5,0
9625-RZFUK,Male,0,Yes,Yes,63.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,nan,19.7,1275.85,0,bfca3e699396,0
5153-LXKDT,Male,0,Yes,Yes,68.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.2,7467.5,0,5db70bb2c6bd,0
5161-UBZXI,Male,0,Yes,Yes,69.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),106.35,7261.75,0,bf150250621d,0
1020-JPQOW,Female,0,Yes,No,56.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.55,5116.6,0,b7947c8c75ee,0
7919-ZODZZ,Female,0,Yes,Yes,10.0,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,65.9,660.05,0,37c4be32ffd9,0
0565-JUPYD,Male,0,No,No,63.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.5,6590.8,0,1e32b6ddcd8d,0
6867-ACCZI,Female,0,Yes,Yes,24.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,52.5,,0,e469d645c84b,0
5939-XAIXZ,Female,0,No,No,19.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.1,1033.9,0,a8932caff57d,1
9054-FOWNV,Male,0,Yes,Yes,22.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,nan,88.75,1885.15,0,0d247b5fcbc0,0
2683-BPJSO,Male,0,Yes,No,,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,1,d92c199051fc,0
2157-MXBJS,Male,0,Yes,No,,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,1,f75f462d10dd,0
8207-VVMYB,Female,0,Yes,No,70.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,2006.95,0,dd25c4cefcc9,0
9732-EQMWY,Female,0,Yes,No,49.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.4,5025.0,0,16fe3b46a791,0
9360-AHGNL,Female,1,Yes,No,43.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,1,4c9df5449462,0
1087-UDSIH,Female,0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,1,6f6c66a1523b,0
5269-NRGDP,Male,0,Yes,Yes,42.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,nan,73.15,3088.25,0,23951fe98cf1,0
6195-MELTI,Male,0,No,No,57.0,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,54.65,3134.7,0,154e8cabf9c4,0
5485-WUYWF,Male,1,No,No,2.0,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,,1,49e083e800a3,0
2121-JAFOM,Female,0,Yes,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.55,8312.4,0,0225bd8fc2b3,1
8818-DOPVL,Female,1,No,No,46.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,0,fd127b81aae4,0
2632-UCGVD,Male,1,Yes,No,66.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,1,0bb8b226e8af,0
5445-PZWGX,Male,0,No,No,62.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,1,47a268437e6d,0
1227-UDMZR,Female,0,Yes,No,,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,,0,a2e99b04ca67,1
5198-HQAEN,Male,0,Yes,Yes,35.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.7,,0,977849bb97ab,0
9170-CCKOU,Male,0,Yes,No,17.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,1,47aa74e887c4,0
2167-FQSTQ,Female,0,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,92.4,6786.1,0,e008d0a605aa,1
2819-GWENI,Female,0,Yes,Yes,28.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,543.0,0,df0d0fcf11f4,0
1043-YCUTE,Male,0,Yes,No,56.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,1,64212d0e394e,0
3814-MLAXC,Female,0,No,No,31.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,1,0be772ef7bc5,1
3572-UUHRS,Male,0,No,No,45.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.85,,0,02ec1ce87fd6,1
2692-PFYTJ,Female,0,No,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.75,25.75,0,7feaab4e4dd4,1
1226-UDFZR,Female,0,No,No,2.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,nan,49.6,114.7,1,cd78808a8788,1
5955-EPOAZ,Female,0,No,No,6.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.95,109.5,0,e631d26c23aa,0
6821-JPCDC,Female,0,Yes,No,48.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.05,4692.95,0,38b374f6de2f,0
8815-LMFLX,Male,0,Yes,Yes,25.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),92.23425365179838,546.85,0,06208996c787,0
9135-HSWOC,Male,0,Yes,Yes,64.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.7,1274.05,0,3ad47e36457e,0
8582-KRHPJ,Male,0,No,No,50.0,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,0,05d1828ba8b8,1
5811-IWXYM,Female,0,Yes,Yes,,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),101.25,5301.1,0,91028657f678,0
7044-YAACC,Male,1,Yes,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,280.35,0,cbfaf9887359,0
8189-XRIKE,Female,1,No,No,32.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.95,2897.95,0,92cb87896d25,1
1506-YJTYT,Male,0,Yes,Yes,45.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),268.1692768576894,3371.0,0,611ec546b416,0
4123-DVHPH,Male,0,Yes,No,9.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.05,801.3,0,982dabf89ccd,0
6425-YQLLO,Female,1,Yes,No,66.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,6975.25,1,b05970440c6c,1
5442-UTCVD,Male,0,No,Yes,3.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,1,dee731923345,0
2228-BZDEE,Female,0,No,No,54.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,1079.45,0,58faa213d2fc,1
7734-DBOAI,Female,0,Yes,Yes,1.0,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1,1,d422d66355bd,0
2789-CZANW,Female,0,Yes,Yes,64.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),110.3,6997.3,0,757213003e2b,0
2091-RFFBA,Female,1,No,No,31.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,1,2798c4b675fd,0
2114-MGINA,Female,0,No,No,14.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,1,7be45c419391,0
7596-LDUXP,Female,0,No,No,,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),85.15,979.05,0,73834ef5a521,0
3740-RLMVT,Male,1,Yes,No,67.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.95,,0,e173c2958212,1
4489-SNOJF,Female,0,Yes,Yes,35.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,,1,9aefc0bbbab9,0
2192-OZITF,Female,0,No,No,45.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,73.55,3349.1,0,9b082ef2e7aa,0
5651-CPDND,Male,0,No,No,10.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,0,1ea79faaeb2d,0
2186-QZEYA,Female,1,No,No,29.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,0,eb280cf01ecd,0
1131-ALZWV,Female,0,No,No,24.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.6,605.25,0,3ad14484541a,0
7729-XBTWX,Male,0,Yes,Yes,66.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1344.5,0,ae9a566f7d5a,0
9134-WYRVP,Male,0,No,No,51.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,86.35,4267.15,0,46da76c2d95b,1
3284-SVCRO,Female,0,Yes,No,45.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1121.05,0,f56e5de91040,1
9732-OUYRN,Female,0,Yes,No,49.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,nan,19.0,918.7,0,ca7d28507203,0
0559-CKHUS,Female,0,Yes,No,29.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,0,3ac7a1c86d57,0
2931-SVLTV,Male,0,Yes,Yes,40.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.1,,0,e289be5162b9,0
6899-PPEEA,Female,1,No,No,37.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,1,c5feeb22fdea,0
7504-UWHNB,Male,0,No,No,25.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,0,d724dafec026,1
2582-FFFZR,Female,0,No,No,22.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,1073.3,0,0e36a0a1eb5b,0
8908-NMQTX,Male,0,No,No,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5,0,5103b94a62a7,0
2187-LZGPL,Female,0,No,No,7.0,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,1,a810133ece75,0
1431-AIDJQ,Male,0,Yes,Yes,33.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.1,2603.1,0,6d5a2faf4947,0
6288-LBEAR,Female,0,No,No,23.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.1,1783.75,0,5278261a518d,0
4597-NUCQV,Male,1,No,No,24.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,1,ff23ea8c189e,0
9019-QVLZD,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,1,78c41797b40c,1
8413-YNHNV,Male,0,No,No,,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,nan,90.65,6322.1,0,d95576354768,0
5808-TOTXO,Female,0,No,Yes,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),9.30496574289268,57.4,0,c50d2e886bae,0
4369-NYSCF,Male,0,No,No,56.0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.75,4284.65,0,0343f1174598,0
6333-YDVLT,Male,0,No,No,65.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,0,d7e336105844,1
5324-KTGCG,Male,0,Yes,No,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.85,1539.75,0,11e1bb335a0d,0
5599-HVLTW,Female,1,No,No,14.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,0,57e2f9611d6c,0
7394-LWLYN,Female,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,123.8,0,d654ab59828c,0
3707-LRWZD,Female,0,No,No,,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,1,f53eed5494c6,1
6873-UDNLD,Male,0,No,No,40.0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.45,2731.0,0,5c52c5aa10d0,0
2700-LUEVA,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,0,5c2818b348c8,0
1455-ESIQH,Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,1,b62fc0461d23,0
